record_id,batch,source_file,page,source_task_id,source_order,task_title,raw_title,l1_scene,l2_skill,normalized_key,l1_scene_en,l2_skill_en,batch_label,task_title_en
batch6:081,batch6,第六批数据.pdf,22,081,81,将鸡蛋从蛋盒取出并放入软垫碗,将鸡蛋从蛋盒取出并放入软垫碗,厨房,抓取/搬运/收纳,将鸡蛋从蛋盒取出并放入软垫碗,Kitchen,Pick / Move / Place,Batch 6,Remove an egg from an egg carton and place it in a padded bowl
batch6:082,batch6,第六批数据.pdf,22,082,82,将鸡蛋从软垫碗放回蛋盒,将鸡蛋从软垫碗放回蛋盒,厨房,抓取/搬运/收纳,将鸡蛋从软垫碗放回蛋盒,Kitchen,Pick / Move / Place,Batch 6,Return an egg from a padded bowl to the egg carton
batch6:083,batch6,第六批数据.pdf,22,083,83,使用湿海绵清洗塑料盘表面,使用湿海绵清洗塑料盘表面,厨房,清洗/擦拭/排液,使用湿海绵清洗盘表面,Kitchen,Rinse / Wipe / Drain,Batch 6,Clean the surface of a plastic plate with a wet sponge
batch6:084,batch6,第六批数据.pdf,22,084,84,用抹布擦干桌面一条清水带,用抹布擦干桌面一条清水带,厨房,清洗/擦拭/排液,用抹布擦干桌面一条带,Kitchen,Rinse / Wipe / Drain,Batch 6,Wipe a strip of water off the tabletop with a cloth
batch6:085,batch6,第六批数据.pdf,23,085,85,用干毛巾擦干塑料碗内壁,用干毛巾擦干塑料碗内壁,厨房,清洗/擦拭/排液,用干毛巾擦干碗内壁,Kitchen,Rinse / Wipe / Drain,Batch 6,Dry the inside of a plastic bowl with a towel
batch6:086,batch6,第六批数据.pdf,23,086,86,用预裁保鲜膜覆盖塑料碗并压紧边缘,用预裁保鲜膜覆盖塑料碗并压紧边缘,厨房,柔性物/包扎/包装/折叠,用预裁保鲜膜覆盖碗并压紧边缘,Kitchen,Flexible Materials / Wrap / Fold,Batch 6,Cover a plastic bowl with pre-cut plastic wrap and press the edges down
batch6:087,batch6,第六批数据.pdf,23,087,87,从塑料碗揭下保鲜膜并放入废弃托盘,从塑料碗揭下保鲜膜并放入废弃托盘,厨房,柔性物/包扎/包装/折叠,从碗揭下保鲜膜并放入废弃托盘,Kitchen,Flexible Materials / Wrap / Fold,Batch 6,Peel plastic wrap off a plastic bowl and place it on a waste tray
batch6:088,batch6,第六批数据.pdf,23,088,88,将保鲜盒四个卡扣全部扣合完成密封,将保鲜盒四个卡扣全部扣合完成密封,厨房,开合/密封,将保鲜盒四个卡扣全部扣合完成密封,Kitchen,Open / Close / Seal,Batch 6,Close all four latches on a food-storage container to seal it
batch6:089,batch6,第六批数据.pdf,24,089,89,将毛巾沿长边对折一次,将毛巾沿长边对折一次,卧室,柔性物/包扎/包装/折叠,将毛巾沿长边对折一次,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Fold a towel once along its long edge
batch6:090,batch6,第六批数据.pdf,24,090,90,将毛巾卷成圆筒,将毛巾卷成圆筒,卧室,柔性物/包扎/包装/折叠,将毛巾卷成圆筒,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Roll a towel into a cylinder
batch6:091,batch6,第六批数据.pdf,24,091,91,将T恤折叠成矩形,将T恤折叠成矩形,卧室,柔性物/包扎/包装/折叠,将T恤折叠成矩形,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Fold a T-shirt into a rectangle
batch6:092,batch6,第六批数据.pdf,25,092,92,将一双袜子上下叠齐,将一双袜子上下叠齐,卧室,柔性物/包扎/包装/折叠,将一双袜子上下叠齐,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Stack a pair of socks neatly
batch6:093,batch6,第六批数据.pdf,25,093,93,将叠好的袜子放入抽屉分隔盒,将叠好的袜子放入抽屉分隔盒,卧室,柔性物/包扎/包装/折叠,将叠好的袜子放入抽屉分隔盒,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Place a stacked pair of socks into a drawer organizer
batch6:094,batch6,第六批数据.pdf,25,094,94,将宽肩衣架穿入衬衫,将宽肩衣架穿入衬衫,卧室,插入/拔出/对准,将宽肩衣架穿入衬衫,Bedroom,Insert / Remove / Align,Batch 6,Insert a wide-shoulder hanger into a shirt
batch6:095,batch6,第六批数据.pdf,25,095,95,从衬衫中抽出宽肩衣架,从衬衫中抽出宽肩衣架,卧室,插入/拔出/对准,从衬衫中抽出宽肩衣架,Bedroom,Insert / Remove / Align,Batch 6,Remove a wide-shoulder hanger from a shirt
batch6:096,batch6,第六批数据.pdf,26,096,96,将大号拉链向上拉动约20厘米,将大号拉链向上拉动约20厘米,卧室,开合/密封,将拉链向上拉动,Bedroom,Open / Close / Seal,Batch 6,Pull a large zipper upward by about 20 cm
batch6:097,batch6,第六批数据.pdf,26,097,97,将大号拉链向下拉动约20厘米,将大号拉链向下拉动约20厘米,卧室,开合/密封,将拉链向下拉动,Bedroom,Open / Close / Seal,Batch 6,Pull a large zipper downward by about 20 cm
batch6:098,batch6,第六批数据.pdf,26,098,98,扣上一枚大号衬衫纽扣,扣上一枚大号衬衫纽扣,卧室,开合/密封,扣上一枚衬衫纽扣,Bedroom,Open / Close / Seal,Batch 6,Button one large shirt button
batch6:099,batch6,第六批数据.pdf,26,099,99,解开一枚大号衬衫纽扣,解开一枚大号衬衫纽扣,卧室,开合/密封,解开一枚衬衫纽扣,Bedroom,Open / Close / Seal,Batch 6,Unbutton one large shirt button
batch6:100,batch6,第六批数据.pdf,27,100,100,将挂有外套的衣架挂到衣架杆,将挂有外套的衣架挂到衣架杆,卧室,抓取/搬运/收纳,将挂有外套的衣架挂到衣架杆,Bedroom,Pick / Move / Place,Batch 6,Hang a jacket on a hanger rod
batch6:101,batch6,第六批数据.pdf,27,101,101,从衣架杆取下挂有外套的衣架并平放,从衣架杆取下挂有外套的衣架并平放,卧室,抓取/搬运/收纳,从衣架杆取下挂有外套的衣架并平放,Bedroom,Pick / Move / Place,Batch 6,Remove a jacket on its hanger from a hanger rod and lay it flat
batch6:102,batch6,第六批数据.pdf,27,102,102,将枕芯装入枕套,将枕芯装入枕套,卧室,柔性物/包扎/包装/折叠,将枕芯装入枕套,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Insert a pillow into a pillowcase
batch6:103,batch6,第六批数据.pdf,27,103,103,将枕芯从枕套中取出,将枕芯从枕套中取出,卧室,柔性物/包扎/包装/折叠,将枕芯从枕套中取出,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Remove a pillow from a pillowcase
batch6:104,batch6,第六批数据.pdf,27,104,104,将小毯子对折后放入收纳篮,将小毯子对折后放入收纳篮,卧室,柔性物/包扎/包装/折叠,将小毯子对折后放入收纳篮,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Fold a small blanket and place it in a storage basket
batch6:105,batch6,第六批数据.pdf,28,105,105,将T恤和袜子分别放入两个抽屉分区,将T恤和袜子分别放入两个抽屉分区,卧室,柔性物/包扎/包装/折叠,将T恤和袜子分别放入两个抽屉分区,Bedroom,Flexible Materials / Wrap / Fold,Batch 6,Place a folded T-shirt and socks into separate drawer compartments
batch6:106,batch6,第六批数据.pdf,28,106,106,将折叠毛巾装入拉链洗衣袋并闭合,将折叠毛巾装入拉链洗衣袋并闭合,卧室,开合/密封,将折叠毛巾装入拉链洗衣袋并闭合,Bedroom,Open / Close / Seal,Batch 6,Place a folded towel in a zippered laundry bag and close it
batch6:107,batch6,第六批数据.pdf,28,107,107,将扁平瓦楞纸箱撑成立体箱体,将扁平瓦楞纸箱撑成立体箱体,快递/打包,柔性物/包扎/包装/折叠,将扁平瓦楞纸箱撑成立体箱体,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Open a flat corrugated box into a three-dimensional box
batch6:108,batch6,第六批数据.pdf,29,108,108,向内折叠纸箱底部两片短盖,向内折叠纸箱底部两片短盖,快递/打包,柔性物/包扎/包装/折叠,向内折叠纸箱底部两片短盖,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Fold the two short bottom flaps of a box inward
batch6:109,batch6,第六批数据.pdf,29,109,109,向内折叠纸箱底部两片长盖,向内折叠纸箱底部两片长盖,快递/打包,柔性物/包扎/包装/折叠,向内折叠纸箱底部两片长盖,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Fold the two long bottom flaps of a box inward
batch6:110,batch6,第六批数据.pdf,29,110,110,用双掌压平纸箱底部接缝,用双掌压平纸箱底部接缝,快递/打包,柔性物/包扎/包装/折叠,用双掌压平纸箱底部接缝,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Press the bottom box seam flat with both palms
batch6:111,batch6,第六批数据.pdf,29,111,111,从胶带器拉出约30厘米包装胶带并切断,从胶带器拉出约30厘米包装胶带并切断,快递/打包,柔性物/包扎/包装/折叠,从胶带器拉出,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Pull about 30 cm of packing tape from a dispenser and cut it
batch6:112,batch6,第六批数据.pdf,30,112,112,将一条包装胶带贴到纸箱底部接缝,将一条包装胶带贴到纸箱底部接缝,快递/打包,柔性物/包扎/包装/折叠,将一条包装胶带贴到纸箱底部接缝,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Apply a strip of packing tape to the bottom seam of a box
batch6:113,batch6,第六批数据.pdf,30,113,113,用掌侧压实纸箱接缝上的包装胶带,用掌侧压实纸箱接缝上的包装胶带,快递/打包,柔性物/包扎/包装/折叠,用掌侧压实纸箱接缝上的包装胶带,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Press packing tape firmly along the box seam with the palm
batch6:114,batch6,第六批数据.pdf,30,114,114,将一张气泡膜平铺到纸箱底部,将一张气泡膜平铺到纸箱底部,快递/打包,柔性物/包扎/包装/折叠,将一张气泡膜平铺到纸箱底部,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Lay a sheet of bubble wrap flat on the bottom of a box
batch6:115,batch6,第六批数据.pdf,30,115,115,将牛皮纸揉成松散填充垫,将牛皮纸揉成松散填充垫,快递/打包,柔性物/包扎/包装/折叠,将牛皮纸揉成松散填充垫,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Crumple kraft paper into a loose packing pad
batch6:116,batch6,第六批数据.pdf,31,116,116,翻开大号气泡信封封口盖,翻开大号气泡信封封口盖,快递/打包,开合/密封,翻开气泡信封封口盖,Packing / Shipping,Open / Close / Seal,Batch 6,Flip open the flap of a large bubble mailer
batch6:117,batch6,第六批数据.pdf,31,117,117,撕下气泡信封自粘封口保护条,撕下气泡信封自粘封口保护条,快递/打包,开合/密封,撕下气泡信封自粘封口保护条,Packing / Shipping,Open / Close / Seal,Batch 6,Peel off the protective strip from the adhesive seal of a bubble mailer
batch6:118,batch6,第六批数据.pdf,31,118,118,将待打包物件放入铺有气泡膜的纸箱,将待打包物件放入铺有气泡膜的纸箱,快递/打包,柔性物/包扎/包装/折叠,将待打包物件放入铺有气泡膜的纸箱,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Place an item into a box lined with bubble wrap
batch6:119,batch6,第六批数据.pdf,31,119,119,用一层气泡膜包裹硬壳书本并用胶带固定,用一层气泡膜包裹硬壳书本并用胶带固定,快递/打包,柔性物/包扎/包装/折叠,用一层气泡膜包裹硬壳书本并用胶带,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Wrap a hardcover book in one layer of bubble wrap and secure it with tape
batch6:120,batch6,第六批数据.pdf,32,120,120,将两块牛皮纸填充垫放到物件两侧,将两块牛皮纸填充垫放到物件两侧,快递/打包,柔性物/包扎/包装/折叠,将两块牛皮纸填充垫放到物件两侧,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Place two kraft-paper packing pads on both sides of an item
batch6:121,batch6,第六批数据.pdf,32,121,121,按顺序折合纸箱顶部四片箱盖,按顺序折合纸箱顶部四片箱盖,快递/打包,柔性物/包扎/包装/折叠,按顺序折合纸箱顶部四片箱盖,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Fold the four top box flaps closed in order
batch6:122,batch6,第六批数据.pdf,32,122,122,使用胶带器封住纸箱顶部中央接缝,使用胶带器封住纸箱顶部中央接缝,快递/打包,柔性物/包扎/包装/折叠,使用胶带器封住纸箱顶部中央接缝,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Seal the center seam on top of a box with a tape dispenser
batch6:123,batch6,第六批数据.pdf,32,123,123,将大号快递标签贴到纸箱上表面,将大号快递标签贴到纸箱上表面,快递/打包,柔性物/包扎/包装/折叠,将快递标签贴到纸箱上表面,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Apply a large shipping label to the top of a box
batch6:124,batch6,第六批数据.pdf,32,124,124,从中心向四周压平快递标签,从中心向四周压平快递标签,快递/打包,柔性物/包扎/包装/折叠,从中心向四周压平快递标签,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Press a shipping label flat from the center outward
batch6:125,batch6,第六批数据.pdf,33,125,125,将物件装入气泡信封并压合自粘封口,将物件装入气泡信封并压合自粘封口,快递/打包,柔性物/包扎/包装/折叠,将物件装入气泡信封并压合自粘封口,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Place an item in a bubble mailer and press the adhesive flap closed
batch6:126,batch6,第六批数据.pdf,33,126,126,从纸箱顶部揭开一条包装胶带,从纸箱顶部揭开一条包装胶带,快递/打包,柔性物/包扎/包装/折叠,从纸箱顶部揭开一条包装胶带,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Peel a strip of packing tape off the top of a box
batch6:127,batch6,第六批数据.pdf,33,127,127,用圆头剪刀剪断一条悬空包装胶带,用圆头剪刀剪断一条悬空包装胶带,快递/打包,工具操作/装配/固定,用圆头剪刀剪断一条悬包装胶带,Packing / Shipping,Tool Use / Assembly / Fixing,Batch 6,Cut a suspended strip of packing tape with round-tip scissors
batch6:128,batch6,第六批数据.pdf,33,128,128,将空纸箱沿原折线压扁收纳,将空纸箱沿原折线压扁收纳,快递/打包,柔性物/包扎/包装/折叠,将纸箱沿原折线压扁收纳,Packing / Shipping,Flexible Materials / Wrap / Fold,Batch 6,Flatten an empty box along its original fold lines for storage
